Index,Year,"pop_[0,15)","pop_[15,65)","pop_[65,100]","mort_rate_[0,15)","mort_rate_[15,65)","mort_rate_[65,100]","ao_rate_[0,15)","ao_rate_[15,65)","ao_rate_[65,100]",B,"sim_[0,15)","sim_[15,65)","sim_[65,99]","sim_[0,99]"
134,1966,210937.633,280607.082,16616.0148324658,0.00587182748759574,0.0060679472591727,0.0399328676262074,0.0539869558067335,0.00632444009702338,0,0,209699.043608382,278904.373025874,15952.4897116859,504555.906345942
135,1967,215039.991,286769.095,17079.3750517207,0.00605053361864893,0.00525238301962316,0.040866717409176,0,0,0,17893.277,215039.991,286769.095,17079.3750517207,518888.461051721
136,1967,215039.991,286769.095,17079.3750517207,0.00605053361864893,0.00525238301962316,0.040866717409176,0.0552505176509813,0.00628806677726605,0,0,213738.884305101,285262.873874869,16381.3970579567,515383.155237926
137,1968,218680.22,293779.996,17505.6951336217,0.00574136383404711,0.00467929160705438,0.0420624378803985,0,0,0,18043.754,218680.22,293779.996,17505.6951336217,529965.911133622
138,1968,218680.22,293779.996,17505.6951336217,0.00574136383404711,0.00467929160705438,0.0420624378803985,0.0557014320394437,0.0063798977392047,0,0,217424.697293671,292405.313730397,16769.3629195105,526599.373943578
139,1969,222291.697,301282.415,17929.5186334147,0.00530309611892488,0.00423068095746804,0.043351602892922,0,0,0,18226.181,222291.697,301282.415,17929.5186334147,541503.630633415
140,1969,222291.697,301282.415,17929.5186334147,0.00530309611892488,0.00423068095746804,0.043351602892922,0.0556361074891854,0.00653835032492624,0,0,221112.86276437,300007.78522404,17152.2452615577,538272.893249967
141,1970,226128.011,309078.851,18370.2239362566,0.00379959693675902,0.00498777613886114,0.0373937495712066,0,0,0,18489.59,226128.011,309078.851,18370.2239362566,553577.085936257
142,1970,226128.011,309078.851,18370.2239362566,0.00379959693675902,0.00498777613886114,0.0373937495712066,0.055519366766414,0.00664248022124575,0,0,225268.815702089,307537.234881956,17683.2923828173,550489.342966862
143,1971,230691.162,316467.28,19064.8577758598,0.00392157141967242,0.00434598690278665,0.0381210399719322,0,0,0,18785.059,230691.162,316467.28,19064.8577758598,566223.29977586
144,1971,230691.162,316467.28,19064.8577758598,0.00392157141967242,0.00434598690278665,0.0381210399719322,0.0553741475082906,0.00674988117091183,0,0,229786.49013233,315091.91734596,18338.085570527,563216.493048816
145,1972,235324.167,324319.93,19765.8516774843,0.00416570390157334,0.00382488476328358,0.0389449676918568,0,0,0,19163.032,235324.167,324319.93,19765.8516774842,579409.948677485
146,1972,235324.167,324319.93,19765.8516774843,0.00416570390157334,0.00382488476328358,0.0389449676918568,0.0553289388666072,0.00679852910245363,0,0,234343.876199394,323079.443641314,18996.0712225026,576419.39106321
147,1973,239991.363,332613.235,20452.73484247,0.00458596770899855,0.00336444370492572,0.0398090452715374,0,0,0,19589.692,239991.363,332613.235,20452.73484247,593057.33284247
148,1973,239991.363,332613.235,20452.73484247,0.00458596770899855,0.00336444370492572,0.0398090452715374,0.0555113116345187,0.00677421251782274,0,0,238890.770358843,331494.176495329,19638.5309951994,590023.477849372
149,1974,244551.882,341394.411,21102.351825745,0.00500014173612717,0.00298933679139524,0.0407382733106846,0,0,0,20017.797,244551.882,341394.411,21102.351825745,607048.644825745
150,1974,244551.882,341394.411,21102.351825745,0.00500014173612717,0.00298933679139524,0.0407382733106846,0.0558756543073631,0.00672040427953098,0,0,243329.087928163,340373.868126821,20242.6784495696,603945.634504554
151,1975,248929.531,350665.098,21705.4766823507,0.00322371748636507,0.00442026104183701,0.0361644462347169,0,0,0,20413.295,248929.531,350665.098,21705.4766823507,621300.105682351
152,1975,248929.531,350665.098,21705.4766823507,0.00322371748636507,0.00442026104183701,0.0361644462347169,0.0559924073534455,0.00665691407070331,0,0,248127.052518043,349115.066728579,20920.5101378729,618162.629384494
153,1976,254140.921,359141.089,22487.960473789,0.00370674442591001,0.00383912258369534,0.036826958844439,0,0,0,20706.991,254140.921,359141.089,22487.960473789,635769.970473789
154,1976,254140.921,359141.089,22487.960473789,0.00370674442591001,0.00383912258369534,0.036826958844439,0.0561149112829048,0.00661358668747564,0,0,253198.885557688,357762.302334487,21659.7972789254,632620.9851711
155,1977,259023.954,368230.95,23228.2248159555,0.00391931100440512,0.00338252815686868,0.0375942684991478,0,0,0,20971.845,259023.954,368230.95,23228.2248159555,650483.128815956
156,1977,259023.954,368230.95,23228.2248159555,0.00391931100440512,0.00338252815686868,0.0375942684991478,0.0562402109161334,0.00659329229517892,0,0,258008.758566683,366985.398443395,22354.9766954659,647349.133705544
157,1978,263731.19,377834.885,23934.1996992844,0.0038533952952865,0.00308363899150566,0.0384910381603417,0,0,0,21244.115,263731.19,377834.885,23934.1996992844,665500.274699285
158,1978,263731.19,377834.885,23934.1996992844,0.0038533952952865,0.00308363899150566,0.0384910381603417,0.056284810420363,0.00660601179404672,0,0,262714.929473234,376669.778616263,23012.947505322,662397.655594819
159,1979,268491.454,387806.84,24615.4402647127,0.00372119830343887,0.00288403195493869,0.0394465457932294,0,0,0,21575.729,268491.454,387806.84,24615.4402647127,680913.734264713
160,1979,268491.454,387806.84,24615.4402647127,0.00372119830343887,0.00288403195493869,0.0394465457932294,0.0562813939706562,0.006641913873319,0,0,267492.344056887,386688.392681096,23644.4461730902,677825.182911074
161,1980,273441.676,398059.662,25280.1054443678,0.00246112497030682,0.00385062523098068,0.0358591111986623,0,0,0,21999.566,273441.676,398059.662,25280.1054443678,696781.443444368
162,1980,273441.676,398059.662,25280.1054443678,0.00246112497030682,0.00385062523098068,0.0358591111986623,0.05616639994012,0.00663802912247517,0,0,272768.701863274,396526.883422067,24373.5833321244,693669.168617466
163,1981,279295.802,407688.286,26131.7252971078,0.00271987107450467,0.0036424901104678,0.0369064897392755,0,0,0,22518.854,279295.802,407688.286,26131.7252971078,713115.813297108
164,1981,279295.802,407688.286,26131.7252971078,0.00271987107450467,0.0036424901104678,0.0369064897392755,0.0560007338655702,0.00664612300466413,0,0,278536.15342691,406203.285450092,25167.2950455606,709906.733922562
165,1982,285305.307,417622.246,26938.1355291963,0.00317510962813228,0.0034210530121862,0.0379363808204489,0,0,0,23124.965,285305.307,417622.246,26938.1355291963,729865.688529196
166,1982,285305.307,417622.246,26938.1355291963,0.00317510962813228,0.0034210530121862,0.0379363808204489,0.0558847003430429,0.00665304899316586,0,0,284399.431372787,416193.538157366,25916.2001611678,726509.169691321
167,1983,291350.346,427894.339,27701.9893224348,0.00382718355484279,0.00311204172377877,0.0388513357403828,0,0,0,23747.491,291350.346,427894.339,27701.9893224348,746946.674322435
168,1983,291350.346,427894.339,27701.9893224348,0.00382718355484279,0.00311204172377877,0.0388513357403828,0.0558841060806667,0.00666023284970475,0,0,290235.294747091,426562.713963664,26625.7300345924,743423.738745347
169,1984,297196.716,438613.766,28432.2918576856,0.00440210827156473,0.00279125334340147,0.0396981387327185,0,0,0,24291.745,297196.716,438613.766,28432.2918576856,764242.773857686
170,1984,297196.716,438613.766,28432.2918576856,0.00440210827156473,0.00279125334340147,0.0396981387327185,0.0560146246438548,0.00667603385027896,0,0,295888.423878214,437389.483859191,27303.5827910301,760581.490528435
171,1985,302701.863,449822.671,29139.7083734915,0.00255844208854539,0.00415240079906387,0.0363994861417657,0,0,0,24690.051,302701.863,449822.671,29139.7083734915,781664.242373492
172,1985,302701.863,449822.671,29139.7083734915,0.00255844208854539,0.00415240079906387,0.0363994861417657,0.0560044500842561,0.006655300535746,0,0,301927.41781342,447954.826981503,28079.0379623755,777961.282757298
173,1986,309117.827,460022.744,30038.2494091899,0.00304045648150597,0.00353806257962186,0.0370671293386528,0,0,0,24872.152,309117.827,460022.744,30038.2494091899,799178.82040919
174,1986,309117.827,460022.744,30038.2494091899,0.00304045648150597,0.00353806257962186,0.0370671293386528,0.05607738648228,0.00665193331222061,0,0,308177.967699349,458395.154743679,28924.8177332328,795497.94017626
175,1987,314882.171,471005.925,30901.871773218,0.00312269583571689,0.00311647630495682,0.0378963807815087,0,0,0,24923.02,314882.171,471005.925,30901.8717732181,816789.967773218
176,1987,314882.171,471005.925,30901.871773218,0.00312269583571689,0.00311647630495682,0.0378963807815087,0.056224722596903,0.00666159648902949,0,0,313898.889755877,469538.046195244,29730.8026736388,813167.738624759
177,1988,320158.702,482595.747,31731.9858545787,0.00286332035140791,0.00291460360658347,0.0389077422828851,0,0,0,24888.901,320158.702,482595.747,31731.9858545787,834486.434854579
178,1988,320158.702,482595.747,31731.9858545787,0.00286332035140791,0.00291460360658347,0.0389077422828851,0.0563515541224721,0.00669156371215915,0,0,319241.985072883,481189.171695272,30497.3659268246,830928.52269498
179,1989,325179.83,494556.57,32530.6902730369,0.00255690512681861,0.00280071834170903,0.0399574362603825,0,0,0,24841.719,325179.83,494556.57,32530.6902730369,852267.090273037
180,1989,325179.83,494556.57,32530.6902730369,0.00255690512681861,0.00280071834170903,0.0399574362603825,0.0564871026163473,0.00674074494223223,0,0,324348.376025535,493171.456343389,31230.8472899458,848750.67965887
181,1990,330035.881,506787.379,33307.2857,0.00182219558434293,0.00349036713057338,0.0340343985272169,0,0,0,24838.333,330035.881,506787.379,33307.2857,870130.5457
182,1990,330035.881,506787.379,33307.2857,0.00182219558434293,0.00349036713057338,0.0340343985272169,0.056609898189914,0.00676877177018826,0,0,329434.491074967,505018.504990149,32173.6922646264,866626.688329743
183,1991,335068.163,518486.703,34497.035,0.00181809956550827,0.00330959035819922,0.0348507957052064,0,0,0,24883.219,335068.163,518486.703,34497.035,888051.901000001
184,1991,335068.163,518486.703,34497.035,0.00181809956550827,0.00330959035819922,0.0348507957052064,0.0567358760793877,0.00680477208540777,0,0,334458.975718434,516770.724406897,33294.7858807797,884524.486006111
185,1992,339847.574,530519.741,35650.9431,0.00188491480263087,0.00310557685234048,0.035617217570708,0,0,0,24972.501,339847.574,530519.741,35650.9431,906018.2581
186,1992,339847.574,530519.741,35650.9431,0.00188491480263087,0.00310557685234048,0.035617217570708,0.0570924525587695,0.00684561071151193,0,0,339206.990277129,528872.171172641,34381.1557030064,902460.317152777
187,1993,344302.685,542975.424,36777.0476,0.00203478158882342,0.00285006778472063,0.0362781842358529,0,0,0,25101.23,344302.685,542975.424,36777.0476,924055.1566
188,1993,344302.685,542975.424,36777.0476,0.00203478158882342,0.00285006778472063,0.0362781842358529,0.057784224122176,0.00689448207251678,0,0,343602.104235579,541427.907236163,35442.8430915165,920472.854563259
189,1994,348305.135,556006.717,37889.9061,0.00217918557065455,0.00260226636872374,0.0368644516098261,0,0,0,25256.967,348305.135,556006.717,37889.9061,942201.7581
190,1994,348305.135,556006.717,37889.9061,0.00217918557065455,0.00260226636872374,0.0368644516098261,0.0587068311481236,0.00695262391166937,0,0,347546.113475623,554559.839419567,36493.1154900757,938599.068385266
191,1995,351812.243,569664.412,39003.4628,0.00149437757707094,0.00322233053719589,0.0321895907191688,0,0,0,25426.828,351812.243,569664.412,39003.4628,960480.1178
192,1995,351812.243,569664.412,39003.4628,0.00149437757707094,0.00322233053719589,0.0321895907191688,0.0595570021643892,0.0069807805531208,0,0,351286.502672722,567828.764969259,37747.9572958377,956863.224937818
193,1996,355436.705,582956.716,40496.754,0.00163134660046416,0.00300910204741378,0.0327584746923024,0,0,0,25596.728,355436.705,582956.716,40496.754,978890.175
194,1996,355436.705,582956.716,40496.754,0.00163134660046416,0.00300910204741378,0.0327584746923024,0.0604427873413884,0.00701194630315388,0,0,354856.864539618,581202.539752331,39170.1421089706,975229.54640092
195,1997,358612.537,596826.819,41962.349,0.00183951806833538,0.00280014696647679,0.0332662484133167,0,0,0,25783.105,358612.537,596826.819,41962.349,997401.705
196,1997,358612.537,596826.819,41962.349,0.00183951806833538,0.00280014696647679,0.0332662484133167,0.0612054303216217,0.00704931430679403,0,0,357952.862758657,595155.616193266,40566.4190741597,993674.898026082
197,1998,361355.075,611202.313,43412.3655,0.00208327542405795,0.002609733842869,0.0337184123079427,0,0,0,25969.332,361355.075,611202.313,43412.3655,1015969.7535
198,1998,361355.075,611202.313,43412.3655,0.00208327542405795,0.002609733842869,0.0337184123079427,0.0617312193400429,0.00709834256030116,0,0,360602.272852894,609607.237638924,41948.5694608079,1012158.07995263
199,1999,363723.543,625949.542,44861.3313,0.00229817822197065,0.00245222568734593,0.0341223062857068,0,0,0,26132.922,363723.543,625949.542,44861.3313,1034534.4163
200,1999,363723.543,625949.542,44861.3313,0.00229817822197065,0.00245222568734593,0.0341223062857068,0.0621028892260409,0.00715667154025031,0,0,362887.641474659,624414.572454125,43330.5592129969,1030632.77314178
201,2000,365773.765,640951.008,46320.7506,0.00131564674608609,0.0031717916693893,0.0315130454959343,0,0,0,26256.475,365773.765,640951.008,46320.7506,1053045.5236
202,2000,365773.765,640951.008,46320.7506,0.00131564674608609,0.0031717916693893,0.0315130454959343,0.0623995175307291,0.00718186633856293,0,0,365292.535936274,638918.044932339,44861.0426789364,1049071.62354755
203,2001,368339.237,655096.984,48035.9586,0.00159050635110325,0.00292189627603989,0.0319501857165709,0,0,0,26321.375,368339.237,655096.984,48035.9586,1071472.1796
204,2001,368339.237,655096.984,48035.9586,0.00159050635110325,0.00292189627603989,0.0319501857165709,0.0626933906191171,0.00723261019188479,0,0,367753.391104191,653182.858562006,46501.2008016565,1067437.45046785
205,2002,370455.776,669605.816,49739.6958,0.00173382320674809,0.00273325988449547,0.0323796800306454,0,0,0,26343.006,370455.776,669605.816,49739.6958000001,1089801.2878
206,2002,370455.776,669605.816,49739.6958,0.00173382320674809,0.00273325988449547,0.0323796800306454,0.0629484748779307,0.00724754233713949,0,0,369813.471178497,667775.609284702,48129.1403651744,1085718.22082837
207,2003,372221.586,684389.867,51410.4662,0.00175327311179219,0.00260594716303209,0.0327997964093935,0,0,0,26328.5,372221.586,684389.867,51410.4662,1108021.9192
208,2003,372221.586,684389.867,51410.4662,0.00175327311179219,0.00260594716303209,0.0327997964093935,0.0631191845083746,0.00721022117777496,0,0,371568.979901638,682606.383167684,49724.213375328,1103899.57644465
209,2004,373755.592,699358.935,53015.0123,0.00172680156278959,0.00251119851636739,0.0331812190606069,0,0,0,26291.205,373755.592,699358.935,53015.0123,1126129.5393
210,2004,373755.592,699358.935,53015.0123,0.00172680156278959,0.00251119851636739,0.0331812190606069,0.0632303448575964,0.00715571048954409,0,0,373110.190259633,697602.70588002,51255.909563373,1121968.80570303
211,2005,375114.219,714450.93,54547.019,0.00105479919515328,0.00298068793871376,0.03064322777143,0,0,0,26240.202,375114.219,714450.93,54547.019,1144112.168
212,2005,375114.219,714450.93,54547.019,0.00105479919515328,0.00298068793871376,0.03064322777143,0.0632616374994356,0.00709955671611826,0,0,374718.548823708,712321.374730146,52875.5222725305,1139915.44582638
213,2006,376811.884,728846.31,56312.4116,0.00114559354250665,0.00283523413144926,0.03115583925341,0,0,0,26193.897,376811.884,728846.31,56312.4116,1161970.6056
214,2006,376811.884,728846.31,56312.4116,0.00114559354250665,0.00283523413144926,0.03115583925341,0.0632512930296215,0.00708810643093095,0,0,376380.21073895,726779.860065307,54557.9511562186,1157718.02196048
215,2007,378289.367,743374.311,58009.6454,0.00125784201168644,0.00271793993486813,0.0316208000288271,0,0,0,26146.87,378289.367,743374.311,58009.6454,1179673.3234
216,2007,378289.367,743374.311,58009.6454,0.00125784201168644,0.00271793993486813,0.0316208000288271,0.0633359727650342,0.00709735964640271,0,0,377813.538741613,741353.864273578,56175.3340030635,1175342.73701825
217,2008,379470.915,758006.442,59660.68,0.00144289719852964,0.00258681593668997,0.0319942453333321,0,0,0,26061.794,379470.915,758006.442,59660.68,1197138.037
218,2008,379470.915,758006.442,59660.68,0.00144289719852964,0.00258681593668997,0.0319942453333321,0.0635792733618892,0.00712355559728173,0,0,378923.377479823,756045.618855721,57751.8815673266,1192720.87790287
219,2009,380174.492,772795.808,61289.8867,0.00161366420789311,0.00244508515402064,0.032278452058328,0,0,0,25889.535,380174.492,772795.808,61289.8867,1214260.1867
220,2009,380174.492,772795.808,61289.8867,0.00161366420789311,0.00244508515402064,0.032278452058328,0.0639606936614149,0.00717714631806306,0,0,379561.018029506,770906.25644277,59311.5440304937,1209778.81850277
221,2010,380274.337,787765.404,62929.9662,0.000939017228728689,0.00287505684300082,0.0296094111485514,0,0,0,25602.789,380274.337,787765.404,62929.9662,1230969.7072
222,2010,380274.337,787765.404,62929.9662,0.000939017228728689,0.00287505684300082,0.0296094111485514,0.0643199691957944,0.00720576340470451,0,0,379917.252845914,785500.533684551,61066.6469572198,1226484.43348768
223,2011,380287.007,802018.31,64918.6305,0.00104414769788008,0.00260074158218504,0.0299022087331962,0,0,0,25162.769,380287.007,802018.31,64918.6305,1247223.9475
224,2011,380287.007,802018.31,64918.6305,0.00104414769788008,0.00260074158218504,0.0299022087331962,0.0647387755777068,0.00723944237086232,0,0,379889.931197107,799932.467631509,62977.4200601158,1242799.81888873
225,2012,379512.707,816654.594,66885.3211,0.000863020724724994,0.00240896712983985,0.0302084259006147,0,0,0,24613.046,379512.707,816654.594,66885.3211,1263052.6221
226,2012,379512.707,816654.594,66885.3211,0.000863020724724994,0.00240896712983985,0.0302084259006147,0.0652705757688977,0.00739973975357537,0,0,379185.179668562,814687.299926622,64864.8208337119,1258737.3004289
227,2013,378168.02,831445.906,68933.8307,0.000384026088087297,0.00235697411315761,0.0305456991170655,0,0,0,24059.72,378168.02,831445.906,68933.8307,1278547.7567
228,2013,378168.02,831445.906,68933.8307,0.000384026088087297,0.00235697411315761,0.0305456991170655,0.0658517989404011,0.00772959565378007,0,0,378022.79361464,829486.209523068,66828.1986484511,1274337.20178616
229,2014,376631.361,846013.02,71198.4776,0,0.00237919205018322,0.0307801076317821,0,0,0,23647.219,376631.361,846013.02,71198.4776,1293842.8586
230,2014,376631.361,846013.02,71198.4776,0,0.00237919205018322,0.0307801076317821,0.0664224506785031,0.00815323036742656,0,0,376631.361,844000.192548465,69006.980796253,1289638.53434472
231,2015,375144.882,860127.604,73764.2665,0.000363890977227888,0.00236065684606235,0.0287171521858156,0,0,0,23473.281,375087.864,860127.604000001,73764.2665,1308979.7345
232,2015,375144.882,860127.604,73764.2665,0.000363890977227888,0.00236065684606235,0.0287171521858156,0.0670292052124651,0.00850634581768543,0,0,374951.372910623,858097.137883131,71645.9668330445,1304694.4776268
233,2016,373356.04,873908.707,76887.7697,9.8969414023431e-05,0.00256890171211199,0.0292723161626137,0,0,0,23620.645,373302.8839696,873904.886519522,76887.7697,1324095.54018912
234,2016,373356.04,873908.707,76887.7697,9.8969414023431e-05,0.00256890171211199,0.0292723161626137,0.0675614473826525,0.00886836495541025,0,0,373265.93840192,871659.910760319,74637.0865963034,1319562.93575854
235,2017,372060.792,886916.249,80182.5182,0.000419692886608036,0.00261622030258291,0.0295516979780752,0,0,0,24000.628,372011.237433644,886908.890974642,80182.4844056229,1339102.61281391
236,2017,372060.792,886916.249,80182.5182,0.000419692886608036,0.00261622030258291,0.0295516979780752,0.0679904234327827,0.00914376855742861,0,0,371855.106963555,884588.541927533,77812.9558433362,1334256.60473442
237,2018,370948.441,899478.997,83602.0227,0.00129597798980108,0.00244202981186192,0.0295161676103703,0,0,0,24485.84,370902.295842218,899468.376706866,83601.9237694112,1353972.5963185
238,2018,370948.441,899478.997,83602.0227,0.00129597798980108,0.00244202981186192,0.0295161676103703,0.0683937088200083,0.00929260576748654,0,0,370421.61463044,897271.848116121,81134.3153748839,1348827.77812144
239,2019,369543.688,912090.82,87077.7265,0.00217832366213788,0.00219352529692685,0.0292997603382115,0,0,0,24893.766,369500.814319261,912077.198014542,87077.5348741333,1368655.54720794
240,2019,369543.688,912090.82,87077.7265,0.00217832366213788,0.00219352529692685,0.0292997603382115,0.0688048117701261,0.00937597031207511,0,0,368695.92195225,910076.533607946,84526.183971479,1363298.63953168
241,2020,367656.95,924931.839,90582.7456,0.000798337041129416,0.00277762794684067,0.02841280183529,0,0,0,25092.477,367617.20639099,924915.460658851,90582.4375996354,1383115.10464948
242,2020,367656.95,924931.839,90582.7456,0.000798337041129416,0.00277762794684067,0.02841280183529,0.0690807726742963,0.00942452008107357,0,0,367323.723958172,922346.38962686,88008.7367503594,1377678.85033539
243,2021,366707.894,936485.666,94201.2787,0.0014128739030399,0.00237372115704404,0.0283670823197009,0,0,0,25015.488,366670.95715062,936466.789120251,94200.8340240413,1397338.58029491
244,2021,366707.894,936485.666,94201.2787,0.0014128739030399,0.00237372115704404,0.0283670823197009,0.0693987878693319,0.00949998849731164,0,0,366152.897324259,934243.878090048,91528.6312106969,1391925.406625
245,2022,364994.311,948582.673,97808.1358,0.00149463888131229,0.00212538247877403,0.0283899912347176,0,0,0,24735.036,364960.03820196,948561.504784395,97807.5370900727,1411329.08007643
246,2022,364994.311,948582.673,97808.1358,0.00149463888131229,0.00212538247877403,0.0283899912347176,0.0695162054223996,0.00960244981050468,0,0,364414.554738738,946545.448782086,95030.7819693963,1405990.78549022
247,2023,362902.94,960800.494,101422.7821,0.00101987941314408,0.00209411237291524,0.0285397962954096,0,0,0,24333.979,362871.148530179,960777.23955072,101422.014067548,1425070.40214845
248,2023,362902.94,960800.494,101422.7821,0.00101987941314408,0.00209411237291524,0.0285397962954096,0.0691626948670092,0.00974159399515056,0,0,362501.063716169,958765.264045762,98527.4504461903,1419793.77820812
249,2024,361028.933,972514.278,105056.3499,0.000467630040377642,0.00215179512112107,0.0286605539068173,0,0,0,23939.597,360999.402885274,972489.150363383,105055.399019937,1438543.95226859
250,2024,361028.933,972514.278,105056.3499,0.000467630040377642,0.00215179512112107,0.0286605539068173,0.0684374877024878,0.00990786142562146,0,0,360830.588719927,970396.552954288,102044.453093124,1433271.59476734
251,2025,359641.618,983415.034,108735.5027,0.000301157606878655,0.00227804755778394,0.0276117271313044,0,0,0,23646.621,359614.135518953,983388.242789717,108734.357118929,1451736.7354276
252,2025,359641.618,983415.034,108735.5027,0.000301157606878655,0.00227804755778394,0.0276117271313044,0.0676980835371512,0.0100226069023514,0,0,359505.8349865,981148.037604877,105732.013720363,1446385.88631174
253,2026,358593.702,993445.392,112647.5824,0.000141476519113559,0.00229814990922461,0.0279927648462065,0,0,0,23508.385,358568.096020567,993417.130669069,112646.2313024,1464631.45799204
254,2026,358593.702,993445.392,112647.5824,0.000141476519113559,0.00229814990922461,0.0279927648462065,0.066804330424691,0.0101613932889464,0,0,358517.367054477,991134.109180399,109492.951838741,1459144.42807362
255,2027,358003.533,1002765.099,116500.8079,0.000171839884422265,0.00229751722802241,0.0282661696012162,0,0,0,23463.512,357979.644613647,1002735.54358358,116499.244871073,1477214.4330683
256,2027,358003.533,1002765.099,116500.8079,0.000171839884422265,0.00229751722802241,0.0282661696012162,0.0661901008885554,0.0103063784003307,0,0,357918.129432891,1000431.74139705,113206.257457134,1471556.12828707
257,2028,357656.911,1011543.738,120318.9581,0.000475216274853252,0.00222229719085287,0.0283841776261844,0,0,0,23468.624,357634.61172589,1011513.0412422,120317.178274471,1489464.83124256
258,2028,357656.911,1011543.738,120318.9581,0.000475216274853252,0.00222229719085287,0.0283841776261844,0.0661475984617184,0.0104479183741877,0,0,357464.657937948,1009265.15865213,116902.074114848,1483631.89070493
259,2029,357127.579,1020154.695,124130.6251,0.000823344555320626,0.00212359584843935,0.0283722868210855,0,0,0,23457.419,357106.775257276,1020122.98018726,124128.624873811,1501358.38031835
260,2029,357127.579,1020154.695,124130.6251,0.000823344555320626,0.00212359584843935,0.0283722868210855,0.0665246770333721,0.0105943113624277,0,0,356812.7533382,1017956.65126164,120606.811926185,1495376.21652602
261,2030,356182.705,1028779.854,127971.6942,0.000391315380470325,0.00238114793185573,0.027468552811597,0,0,0,23381.198,356163.318323258,1028747.22620342,127969.470582558,1512880.01510923
262,2030,356182.705,1028779.854,127971.6942,0.000391315380470325,0.00238114793185573,0.027468552811597,0.0668719571829295,0.0106955843706347,0,0,356023.946138838,1026297.62687334,124454.334421589,1506775.90743377
263,2031,355336.282,1036718.446,132015.0581,0.000539493771535393,0.00227055220442085,0.0277220553793945,0,0,0,23241.596,355318.206410604,1036685.02562633,132012.606821504,1524015.83885844
264,2031,355336.282,1036718.446,132015.0581,0.000539493771535393,0.00227055220442085,0.0277220553793945,0.0672727962807544,0.0108223646063889,0,0,355126.514451333,1034331.17815611,128352.94602442,1517810.63863186
265,2032,354107.488,1044713.243,135991.3258,0.000634659880555111,0.00217770689047869,0.0279130201402451,0,0,0,23046.075,354090.6472481,1044679.11974626,135988.647680383,1534758.41467474
266,2032,354107.488,1044713.243,135991.3258,0.000634659880555111,0.00217770689047869,0.0279130201402451,0.0676467219370132,0.0109790138137168,0,0,353865.920120212,1042404.11482885,132192.793818836,1528462.8287679
267,2033,352530.823,1052662.104,139950.3674,0.000639738782184929,0.00212559618033303,0.0280604256865684,0,0,0,22811.676,352515.142116259,1052627.3645305,139947.462878757,1545089.96952551
268,2033,352530.823,1052662.104,139950.3674,0.000639738782184929,0.00212559618033303,0.0280604256865684,0.0678669305141338,0.0111687029618074,0,0,352289.62450854,1050389.90382514,136020.477496624,1538700.0058303
269,2034,350734.983,1060369.79,143938.3088,0.00063425537113504,0.00209585411948643,0.0281205017678318,0,0,0,22564.95,350720.385705809,1060334.52169517,143935.177825883,1554990.08522687
